ma_truong,ten_truong,ma_nganh,ten_nganh,to_hop_xet_tuyen,diem_chuan,hoc_phi,nam_tuyen_sinh,phuong_thuc_khac,mo_ta_nganh,chuong_trinh_dao_tao,co_hoi_nghe_nghiep,nhom_nganh
ANS,Đại học An Ninh Nhân Dân,7860100|13CA2|8,Nghiệp vụ An ninh Địa bàn 8 - Nữ,CA2,19.46,,2025,--,"Ngành Nghiệp Vụ An Ninh Địa Bàn 8 - Nữ đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
ANS,Đại học An Ninh Nhân Dân,7860100|13CA2|5,Nghiệp vụ An ninh Địa bàn 5 - Nữ,CA2,25.33,,2025,--,"Ngành Nghiệp Vụ An Ninh Địa Bàn 5 - Nữ đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
ANS,Đại học An Ninh Nhân Dân,7860100|23CA2|5,Nghiệp vụ An ninh Địa bàn 5 - Nam,CA2,23.48,,2025,--,"Ngành Nghiệp Vụ An Ninh Địa Bàn 5 - Nam đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
ANS,Đại học An Ninh Nhân Dân,7860100|23CA1|8,Nghiệp vụ An ninh Địa bàn 8 - Nam,CA1,17.66,,2025,--,"Ngành Nghiệp Vụ An Ninh Địa Bàn 8 - Nam đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
ANS,Đại học An Ninh Nhân Dân,7860100|13CA2|4,Nghiệp vụ An ninh Địa bàn 4 - Nữ,CA2,26.05,,2025,--,"Ngành Nghiệp Vụ An Ninh Địa Bàn 4 - Nữ đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
ANS,Đại học An Ninh Nhân Dân,7860100|23CA2|4,Nghiệp vụ An ninh Địa bàn 4 - Nam,CA2,22.68,,2025,--,"Ngành Nghiệp Vụ An Ninh Địa Bàn 4 - Nam đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
ANS,Đại học An Ninh Nhân Dân,7860100|13CA1|7,Nghiệp vụ An ninh Địa bàn 7 - Nữ,CA1,25.28,,2025,--,"Ngành Nghiệp Vụ An Ninh Địa Bàn 7 - Nữ đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
ANS,Đại học An Ninh Nhân Dân,7860100|23CA1|7,Nghiệp vụ An ninh Địa bàn 7 - Nam,CA1,22.47,,2025,--,"Ngành Nghiệp Vụ An Ninh Địa Bàn 7 - Nam đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
ANS,Đại học An Ninh Nhân Dân,7860100|13CA2|7,Nghiệp vụ An ninh Địa bàn 7 - Nữ,CA2,25.28,,2025,--,"Ngành Nghiệp Vụ An Ninh Địa Bàn 7 - Nữ đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
ANS,Đại học An Ninh Nhân Dân,7860100|23CA2|7,Nghiệp vụ An ninh Địa bàn 7 - Nam,CA2,22.47,,2025,--,"Ngành Nghiệp Vụ An Ninh Địa Bàn 7 - Nam đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
ANS,Đại học An Ninh Nhân Dân,7860100|13CA1|5,Nghiệp vụ An ninh Địa bàn 5 - Nữ,CA1,25.33,,2025,--,"Ngành Nghiệp Vụ An Ninh Địa Bàn 5 - Nữ đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
ANS,Đại học An Ninh Nhân Dân,7860100|23CA1|5,Nghiệp vụ An ninh Địa bàn 5 - Nam,CA1,23.48,,2025,--,"Ngành Nghiệp Vụ An Ninh Địa Bàn 5 - Nam đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
ANS,Đại học An Ninh Nhân Dân,7860100|13CA2|6,Nghiệp vụ An ninh Địa bàn 6 - Nữ,CA2,25.83,,2025,--,"Ngành Nghiệp Vụ An Ninh Địa Bàn 6 - Nữ đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
ANS,Đại học An Ninh Nhân Dân,7860100|23CA2|6,Nghiệp vụ An ninh Địa bàn 6 - Nam,CA2,23.28,,2025,--,"Ngành Nghiệp Vụ An Ninh Địa Bàn 6 - Nam đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
ANS,Đại học An Ninh Nhân Dân,7860100|13CA1|4,Nghiệp vụ An ninh Địa bàn 4 - Nữ,CA1,26.05,,2025,--,"Ngành Nghiệp Vụ An Ninh Địa Bàn 4 - Nữ đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
ANS,Đại học An Ninh Nhân Dân,7860100|23CA1|4,Nghiệp vụ An ninh Địa bàn 4 - Nam,CA1,22.68,,2025,--,"Ngành Nghiệp Vụ An Ninh Địa Bàn 4 - Nam đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
BKA,Đại học Bách khoa Hà Nội,IT-E15,An toàn không gian số - Cyber Security (CT tiên tiến),A00,29.01,,2026,"XTTN 1.2: 89,89XTTN 1.3: 90,66TSA: 76,79","Ngành An Toàn Không Gian Số - Cyber Security đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
BKA,Đại học Bách khoa Hà Nội,ET-E9,Chương trình tiên tiến Hệ thống nhúng thông minh và IoT,A00,28.4,,2026,"XTTN 1.2: 83,43XTTN 1.3: 82,94TSA: 72","Ngành Chương Trình Tiên Tiến Hệ Thống Nhúng Thông Minh Và Iot đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
BKA,Đại học Bách khoa Hà Nội,CH-E11,Chương trình tiên tiến Kỹ thuật Hóa dược,A00,20.69,,2026,"XTTN 1.2: 55XTTN 1.3: 55TSA: 46,51","Đào tạo kỹ sư Chương Trình Tiên Tiến Kỹ Thuật Hóa Dược có tư duy thiết kế, vận hành, bảo trì và tích hợp các hệ thống kỹ thuật hiện đại.","Thời gian đào tạo 4.5-5 năm (khoảng 150 tín chỉ) gồm toán - lý kỹ thuật, thí nghiệm chuyên ngành, CAD/CAM/PLC và đồ án kỹ thuật.","Kỹ sư thiết kế, kỹ sư vận hành nhà máy, quản lý dự án kỹ thuật, nghiên cứu và phát triển sản phẩm (R&D) tại các tập đoàn sản xuất.",Kỹ thuật và công nghệ kỹ thuật
BKA,Đại học Bách khoa Hà Nội,MS-E3,Chương trình tiên tiến KHKT Vật liệu,A00,25.69,,2026,"XTTN 1.2: 55XTTN 1.3: 55TSA: 59,47","Ngành Chương Trình Tiên Tiến Khkt Vật Liệu đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
BKA,Đại học Bách khoa Hà Nội,EM-E14,Chương trình tiên tiến Logistics và Quản lý chuỗi cung ứng,D01,24.56,,2026,"XTTN 1.2: 55XTTN 1.3: 55TSA: 59,64","Tập trung vào tối ưu hóa dòng chảy hàng hóa, nguyên vật liệu, thông tin từ khâu thu mua, vận tải, lưu kho đến phân phối tới tay người tiêu dùng cuối cùng.","Thời gian đào tạo 4 năm (130 tín chỉ). Gồm: Quản trị kho bãi, Quản trị vận tải đa phương thức, Quản trị chuỗi cung ứng toàn cầu, Thu mua & quản lý tồn kho, Công nghệ thông tin trong Logistics.","Chuyên viên Logistics, Chuyên viên điều phối vận tải, Quản lý kho hàng thông minh, Chuyên viên hoạch định chuỗi cung ứng tại các công ty 3PL/4PL và tập đoàn đa quốc gia.",Sản xuất và chế biến
BKA,Đại học Bách khoa Hà Nội,IT-E10,Chương trình tiên tiến Khoa học dữ liệu và Trí tuệ nhân tạo,A00,29.54,,2026,"XTTN 1.2: 96,75XTTN 1.3: 96,09TSA: 82,12","Kết hợp toán thống kê, khoa học máy tính và tri thức chuyên ngành để thu thập, làm sạch, phân tích và trích xuất tri thức từ dữ liệu lớn phục vụ ra quyết định.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Xác suất thống kê ứng dụng, Trực quan hóa dữ liệu, Khai phá dữ liệu (Data Mining), Xử lý dữ liệu lớn (Big Data: Hadoop/Spark), Mô hình hóa dự báo.","Data Analyst, Data Scientist, Data Engineer, Chuyên viên phân tích định lượng tại các quỹ đầu tư, tập đoàn bán lẻ, viễn thông và công nghệ tài chính (Fintech).",Máy tính và công nghệ thông tin
BKA,Đại học Bách khoa Hà Nội,BF-E12,Chương trình tiên tiến Kỹ thuật Thực phẩm,A00,20.3,,2026,"XTTN 1.2: 55XTTN 1.3: 55TSA: 45,62","Đào tạo kỹ sư Chương Trình Tiên Tiến Kỹ Thuật Thực Phẩm có tư duy thiết kế, vận hành, bảo trì và tích hợp các hệ thống kỹ thuật hiện đại.","Thời gian đào tạo 4.5-5 năm (khoảng 150 tín chỉ) gồm toán - lý kỹ thuật, thí nghiệm chuyên ngành, CAD/CAM/PLC và đồ án kỹ thuật.","Kỹ sư thiết kế, kỹ sư vận hành nhà máy, quản lý dự án kỹ thuật, nghiên cứu và phát triển sản phẩm (R&D) tại các tập đoàn sản xuất.",Kỹ thuật và công nghệ kỹ thuật
BKA,Đại học Bách khoa Hà Nội,ME-E1,Chương trình tiên tiến Cơ điện tử,A00,27.83,,2026,"XTTN 1.2: 78,42XTTN 1.3: 74,72TSA: 68,24","Đào tạo kỹ sư Chương Trình Tiên Tiến Cơ Điện Tử có tư duy thiết kế, vận hành, bảo trì và tích hợp các hệ thống kỹ thuật hiện đại.","Thời gian đào tạo 4.5-5 năm (khoảng 150 tín chỉ) gồm toán - lý kỹ thuật, thí nghiệm chuyên ngành, CAD/CAM/PLC và đồ án kỹ thuật.","Kỹ sư thiết kế, kỹ sư vận hành nhà máy, quản lý dự án kỹ thuật, nghiên cứu và phát triển sản phẩm (R&D) tại các tập đoàn sản xuất.",Kỹ thuật và công nghệ kỹ thuật
